0,1,2,3,4,5
1483657135040,93,100,43,81,18
1483657213267,81,81,87,25,68
1483657304102,100,50,81,87,62
1483657306693,68,60,51,63,73
1483657649414,62,50,62,56,18
1483657864088,18,6,12,12,6
1483658075401,90,70,76,80,50
1483658142980,87,75,43,87,31
1483658298776,62,75,56,56,62
1483658300886,51,61,68,63,76
1483658314755,87,56,93,68,56
1483658486160,69,50,69,61,54
1483658528363,81,43,68,68,43
1483658532644,0,0,0,0,0
1483658612236,37,25,56,75,75
1483659101901,81,50,37,50,25
1483659236181,0,0,0,0,0
1483659250539,62,12,62,37,56
1483659342747,73,69,72,74,73
1483659517401,70,65,63,58,56
1483659864712,0,0,0,0,0
1483659969098,73,55,61,60,45
1483659984840,100,31,81,87,62
1483660041424,80,65,92,84,70
1483660070432,0,0,0,0,0
1483660113385,68,12,75,75,68
1483660465146,62,6,87,62,43
1483660476497,0,0,0,0,0
1483660882253,78,63,80,61,78
1483661437551,75,37,56,87,25
1483661442193,87,81,87,68,100
1483661470124,0,0,0,0,0
1483661697168,81,69,81,57,49
1483661775000,78,60,71,56,38
1483661856822,50,31,62,50,37
1483663142739,93,62,81,75,25
1483664098058,93,62,87,43,37
1483664100266,87,6,93,43,81
1483664241776,75,18,81,43,31
1483665259574,80,38,86,54,49
1483666061619,93,31,75,75,25
1483666228798,100,56,100,50,37
1483666565001,75,62,56,87,43
1483667121242,0,0,0,0,0
1483667140403,37,62,87,62,68
1483669120397,3,0,0,0,0
1483669193587,61,68,80,56,76
1483670333200,81,48,82,73,50
1483671246172,86,41,86,78,40
1483671431065,68,75,68,68,56
1483671603679,56,37,75,87,37
1483671662552,68,12,31,43,37
1483672095522,81,62,81,68,50
1483673036556,81,57,80,49,53
1483674147067,50,37,75,75,68
1483677091917,72,44,68,64,53
1483677223009,62,25,25,25,81
1483677406148,0,6,0,0,0
1483678238895,37,31,25,25,0
1483678991156,93,75,62,75,25
1483678998016,87,37,50,68,37
1483679853367,81,56,87,87,75
1483680176105,93,62,62,37,62
1483680675792,53,53,56,61,50
1483682593465,37,31,75,56,75
1483687015301,81,68,68,37,18
1483687025801,68,31,56,87,75
1483687130752,81,75,62,93,43
1483687402989,100,81,87,56,25
1483687608433,87,50,87,62,68
1483687768246,81,87,56,31,25
1483688057677,0,0,0,0,0
1483689016038,56,50,68,68,37
1483689325455,62,56,100,68,43
1483690314815,62,43,62,56,37
1483690662128,75,62,81,68,50
1483691394478,12,6,0,0,6
1483691454021,56,56,81,68,81
1483691886082,81,68,75,50,25
1483691976564,75,68,50,81,18
1483692023984,68,50,62,56,12
1483692172442,62,6,12,68,75
1483692793999,56,68,75,50,62
1483693161206,62,43,75,50,62
1483693233311,100,81,56,93,56
1483693295565,100,87,75,43,37
1483694061123,93,93,50,43,18
1483694234005,0,0,0,0,0
1483694405614,68,18,56,18,43
1483694636852,100,100,100,100,100
1483695081169,0,0,0,0,0
1483695355214,93,81,100,75,12
1483695414472,0,0,0,0,0
1483695671008,50,43,37,25,31
1483696333221,25,12,12,6,12
1483696465544,43,6,50,50,50
1483697067689,0,0,0,0,0
1483697528259,56,50,43,62,31
1483697726362,75,56,50,50,62
1483697893455,100,87,62,68,25
1483697926068,50,62,50,75,81
1483698067795,50,37,62,50,37
1483698547586,93,68,75,87,56
1483698816145,70,61,65,60,65
1483699498550,0,0,0,0,0
1483699516954,81,50,68,87,56
1483700673284,43,6,87,75,31
1483702204318,81,75,81,62,68
1483702541582,87,43,56,87,68
1483702607690,0,0,0,0,0
1483702691672,62,25,37,75,62
1483702713214,93,68,93,87,37
1483702791044,87,56,81,81,56
1483703106830,60,76,76,71,73
1483703209807,75,50,68,87,75
1483703236588,100,56,75,62,37
1483704341935,100,31,50,81,37
1483705012751,81,43,81,56,81
1483705354292,100,81,93,37,75
1483705377870,85,51,73,65,66
1483705482976,75,68,81,68,56
1483705730636,54,74,82,66,50
1483706008166,75,68,81,68,56
1483706150738,81,12,75,56,31
1483706201806,87,50,56,100,31
1483706319434,100,31,87,75,43
1483706404166,61,65,72,56,64
1483707219121,74,46,78,62,49
1483707220886,62,62,43,81,37
1483707320681,81,43,62,81,68
1483707422202,93,81,56,43,37
1483707968237,43,50,25,31,43
1483708099347,80,53,72,69,53
1483708558724,68,50,60,66,56
1483708643622,34,22,26,22,10
1483708646817,87,56,93,87,68
1483709015123,87,37,68,75,50
1483709393797,90,72,85,56,36
1483709848613,68,31,50,81,56
1483710052536,73,80,75,58,65
1483710310969,81,50,75,62,50
1483710378745,68,93,87,43,37
1483710628220,100,68,43,62,43
1483710859873,87,31,62,56,68
1483711004346,87,43,75,62,31
1483711059507,83,51,75,60,41
1483711097616,93,75,87,87,37
1483711239440,5,5,0,0,0
1483711500639,81,70,89,80,61
1483711520994,93,68,50,87,43
1483711604943,93,50,50,56,43
1483712013631,0,0,0,0,0
1483712346118,62,56,75,62,81
1483712581379,31,56,87,75,62
1483712804017,81,100,87,68,56
1483712811067,87,37,93,68,25
1483712827203,68,68,87,43,68
1483712959609,75,56,87,18,75
1483713276651,100,68,100,100,81
1483713416747,65,61,80,75,55
1483713593084,87,87,50,37,43
1483713756676,78,83,55,71,60
1483713845534,62,50,75,81,56
1483713960965,77,66,86,78,62
1483714255547,81,25,56,56,75
1483715223053,6,6,0,0,0
1483716023110,61,49,69,70,73
1483716381427,57,73,58,85,80
1483716414514,50,18,25,6,50
1483716465898,68,43,56,62,43
1483716713565,62,75,87,75,62
1483716926886,66,56,70,65,70
1483717261707,71,85,58,78,65
1483717448467,94,77,80,42,70
1483717494426,0,12,0,0,0
1483717626906,58,70,51,65,68
1483718121935,50,43,87,25,68
1483719069675,10,8,8,6,5
1483719526756,100,50,81,100,50
1483719774135,43,43,37,56,18
1483720132803,87,81,75,87,68
1483720451180,100,81,62,62,62
1483720660620,82,44,74,74,58
1483720733510,87,75,75,87,37
1483720977157,87,100,87,81,75
1483721041916,100,56,37,37,25
1483721059826,87,75,81,81,56
1483721123062,100,100,87,75,37
1483721846366,100,68,93,75,43
1483721983718,62,56,68,93,12
1483722044192,81,68,68,100,37
1483722413326,81,75,56,75,37
1483722427600,0,0,0,0,0
1483722499328,68,37,75,93,100
1483722643733,81,68,68,100,37
1483722841313,70,68,76,73,77
1483722908639,87,56,93,100,25
1483723114329,0,0,0,0,0
1483723130218,62,37,56,87,25
1483723276414,65,42,48,38,54
1483723943519,0,12,0,0,0
1483723956516,87,81,75,62,25
1483724013642,37,37,31,37,18
1483724215674,0,12,12,0,12
1483724293960,75,68,93,75,56
1483724294122,75,43,93,56,81
1483724433723,93,37,100,100,68
1483724465334,66,88,56,70,86
1483724672946,78,60,72,66,58
1483724893613,87,81,50,68,37
1483725172413,75,87,56,37,25
1483725299936,0,0,0,0,0
1483725818069,75,87,87,62,12
1483726241048,68,60,51,56,55
1483726353877,43,6,43,31,25
1483726355813,21,20,18,11,18
1483726404483,56,18,68,87,87
1483726662563,74,61,81,60,76
1483726675327,87,56,93,81,56
1483726812429,60,98,66,83,91
1483726988869,65,55,55,58,71
1483727163347,87,81,75,93,68
1483727443058,73,84,86,50,49
1483727469629,62,0,75,68,37
1483727710995,87,81,75,93,68
1483727958310,62,62,25,37,25
1483728189792,48,58,63,50,35
1483728207827,0,0,0,0,0
1483728307843,0,0,0,0,0
1483728422868,62,31,25,87,43
1483728454020,77,68,69,53,69
1483728463073,75,75,75,62,75
1483728671959,0,0,0,0,0
1483728724474,76,74,76,50,72
1483728787785,0,0,0,0,0
1483728853214,100,87,93,87,75
1483729115241,87,93,87,87,87
1483729222667,0,0,0,0,0
1483729604121,87,18,50,75,6
1483729650121,78,73,77,65,64
1483729692418,66,58,63,66,66
1483729840656,68,81,61,60,83
1483729864288,63,85,50,63,93
1483729885492,100,81,62,75,56
1483729926572,100,87,87,75,87
1483730109817,86,78,85,66,60
1483730197547,93,68,81,43,56
1483730206831,0,0,0,0,0
1483730509600,87,50,75,56,31
1483731010889,25,25,6,0,0
1483731129148,87,75,100,100,75
1483731194901,93,43,56,75,56
1483731573821,12,12,12,0,0
1483731604651,93,50,75,93,100
1483731605705,75,50,81,62,62
1483731915738,100,62,68,31,25
1483731948871,58,72,66,62,58
1483732634469,80,72,62,50,65
1483732783606,75,37,68,81,81
1483732849032,0,0,0,0,0
1483733009718,88,53,68,50,56
1483733072451,87,100,93,75,56
1483733114464,52,49,68,61,77
1483733225936,16,13,16,16,13
1483733375398,31,81,87,62,31
1483733524395,61,68,73,72,65
1483733555801,87,12,50,56,43
1483733715290,100,93,100,100,93
1483734042235,0,0,0,0,0
1483734092539,75,31,50,81,93
1483734272903,81,25,75,62,37
1483734619647,68,56,87,81,93
1483734636555,81,87,93,68,68
1483734747254,81,81,68,50,81
1483734932487,28,20,23,23,18
1483735040053,75,50,56,87,43
1483735130041,93,56,93,75,25
1483735130406,68,50,81,62,56
1483735261349,100,87,56,68,12
1483735422851,70,58,56,58,48
1483735521839,69,61,70,52,72
1483735596295,43,50,68,50,62
1483735747451,100,93,81,81,43
1483736108500,21,25,16,18,12
1483736219672,100,93,81,81,43
1483736360199,81,56,81,93,68
1483736524704,2,0,0,0,0
1483736580820,75,43,62,62,62
1483736621308,50,70,66,65,52
1483736624772,75,56,55,46,26
1483736694884,52,74,74,68,78
1483736944307,75,43,62,62,62
1483736984756,100,75,75,75,62
1483737126660,87,62,43,75,43
1483737148670,93,56,75,100,87
1483737460436,68,18,50,93,75
1483737612339,50,31,56,18,31
1483737642635,18,62,87,68,87
1483737697279,75,31,43,62,12
1483737856768,0,0,0,0,0
1483738539825,63,56,56,70,55
1483738584326,71,41,76,61,43
1483738668489,6,11,3,6,6
1483738709438,81,6,100,75,68
1483739250741,78,84,85,52,53
1483739254899,93,93,75,31,43
1483739335150,68,50,62,75,43
1483739432240,2,5,5,2,0
1483739435556,58,66,81,82,80
1483739590568,87,93,87,56,25
1483739918078,76,65,84,81,54
1483739969236,87,37,68,43,62
1483740205033,93,75,43,87,31
1483740337686,75,75,81,56,43
1483740407346,73,54,68,69,60
1483741212203,81,0,12,31,62
1483741248407,81,68,81,87,37
1483741907776,66,70,71,78,46
1483741948349,81,68,93,68,62
1483742204925,100,93,68,87,50
1483742714033,68,37,68,87,62
1483742758152,0,0,0,0,0
1483742892528,100,68,62,50,37
1483743031381,84,37,68,62,64
1483743085366,87,43,68,56,12
1483743155929,25,18,18,12,6
1483744085531,43,43,37,25,6
1483744597996,75,31,62,56,18
1483744634795,87,31,62,87,62
1483744670739,75,37,37,93,75
1483744781987,6,12,12,0,0
1483744871288,43,37,93,25,68
1483745417197,87,6,43,81,6
1483745483188,75,50,100,31,50
1483745718981,93,50,93,75,50
1483745918738,93,81,87,75,75
1483746384165,88,53,84,82,58
1483746800285,75,25,87,87,43
1483746978283,75,12,75,93,93
1483747061066,65,88,70,68,66
1483747177755,81,25,62,50,37
1483747821827,68,18,62,100,37
1483747829052,81,43,68,68,56
1483749365840,62,31,50,50,37
1483749409157,100,50,81,56,25
1483749723551,62,43,68,31,81
1483751325090,6,5,0,0,0
1483751393389,93,43,56,68,56
1483751469004,31,50,37,12,12
1483751733819,85,49,72,64,58
1483753053535,70,54,61,69,85
1483753354831,0,12,25,6,0
1483754634859,85,88,94,100,93
1483756025315,81,31,62,68,75
1483757873557,43,50,43,75,12
1483761002256,12,14,9,10,5
1483761849541,85,76,77,76,74
1483764732100,75,60,76,60,75
1483765452225,87,50,56,56,56
1483765474185,71,65,61,61,68
1483765764964,84,80,70,53,54
1483766406803,75,60,53,61,56
1483766587592,64,61,66,46,68
1483767907111,77,48,78,77,60
1483768771998,87,81,56,50,25
1483768926752,87,12,37,68,18
1483770241696,5,0,0,0,0
1483773914793,43,56,50,68,31
1483774465203,0,0,0,0,0
1483774747530,81,30,73,72,66
1483774894657,81,87,93,87,93
1483775046394,62,31,75,87,62
1483776054783,87,75,93,93,62
1483776230701,0,0,0,0,0
1483776268295,80,57,70,70,57
1483776704664,0,0,0,0,0
1483777187493,76,58,72,76,53
1483777589451,81,25,43,56,50
1483777768912,98,34,72,73,73
1483778512617,93,87,81,100,43
1483778663000,100,43,62,75,62
1483778861641,0,0,0,0,0
1483778995602,88,49,88,66,69
1483779399766,73,66,65,64,66
1483779808263,61,48,90,44,90
1483780714575,81,50,87,68,87
1483781446596,84,84,80,57,53
1483782013605,84,49,69,80,58
1483782372110,87,37,81,87,25
1483782472600,57,77,69,96,86
1483782805555,6,0,0,0,0
1483783111252,87,50,75,62,18
1483783433414,77,76,89,80,70
1483783441734,50,100,87,100,68
1483783611348,0,0,0,0,0
1483784019871,62,18,81,75,93
1483784279344,0,0,0,0,0
1483785028118,68,50,75,93,100
1483785216292,50,31,31,12,12
1483785506598,87,18,56,93,50
1483786356709,81,48,68,53,53
1483787464609,6,5,0,0,0
1483787831497,0,0,0,0,0
1483787920551,68,49,53,70,76
1483788481641,75,68,100,50,43
1483788691512,87,68,68,50,56
1483788822435,81,18,31,68,31
1483789027741,81,25,43,56,50
1483789051933,36,23,25,18,16
1483789174769,10,13,13,8,5
1483789578409,77,73,85,66,60
1483789748245,93,62,68,50,75
1483789878436,50,68,68,81,68
1483789880572,56,56,68,93,81
1483789913389,28,32,36,37,25
1483790365456,10,10,11,8,3
1483790845033,100,62,100,43,50
1483791113338,87,37,62,87,37
1483791513687,22,8,16,13,10
1483791668262,87,31,62,62,56
1483792110882,87,50,37,68,31
1483792242430,87,100,75,87,31
1483793086091,87,50,81,68,62
1483793099982,50,62,87,56,81
1483793239792,100,50,43,87,25
1483793338798,62,37,81,68,50
1483793407392,37,93,87,75,43
1483793489231,87,18,68,43,6
1483794286386,81,75,75,75,68
1483794643640,12,31,62,81,0
1483795234500,75,68,75,68,62
1483795596373,75,68,81,62,12
1483797925462,0,0,0,0,0
1483797957931,62,56,81,43,56
1483798179941,86,48,73,53,68
1483798235768,62,100,62,50,62
1483798683130,87,37,62,50,37
1483798788137,68,68,75,87,68
1483799049291,93,31,50,12,25
1483799287091,87,25,56,68,68
1483799512374,87,81,87,56,25
1483799531542,87,31,68,56,25
1483799794392,75,56,81,31,37
1483800048899,56,62,50,56,18
1483800099808,97,72,77,54,44
1483800121090,75,56,56,93,31
1483800417181,69,53,72,69,68
1483800514144,81,43,87,93,18
1483800576573,0,0,0,0,0
1483801082699,100,56,75,68,43
1483801445522,37,12,87,56,56
1483801893029,81,37,75,100,25
1483801972819,62,25,87,68,56
1483802123021,81,50,75,12,12
1483802188281,75,87,81,62,31
1483802340482,81,25,81,56,100
1483802430696,81,56,68,37,50
1483802478389,75,87,81,62,31
1483802799796,100,81,75,81,12
1483802860492,100,68,87,81,25
1483802873251,93,43,68,75,56
1483802911617,76,58,73,61,41
1483802917658,81,87,75,81,31
1483803101552,74,54,81,54,45
1483803240805,87,31,62,31,43
1483803248627,68,25,75,25,37
1483803312647,87,12,18,68,31
1483803909347,100,81,100,31,18
1483804089108,87,12,18,68,31
1483804168666,75,43,18,87,75
1483804367804,75,37,75,75,62
1483804452235,81,43,68,75,62
1483804587501,93,75,81,25,31
1483804705110,5,5,0,0,0
1483804729424,73,64,80,72,65
1483805471548,81,81,68,81,62
1483805710374,68,43,56,81,43
1483806604768,75,81,87,75,50
1483806934429,100,87,62,25,37
1483807420754,87,68,81,100,81
1483807512242,12,6,0,0,12
1483807679870,49,44,53,56,38
1483807761990,81,56,68,75,68
1483807781873,93,43,68,50,50
1483807794790,0,0,0,0,0
1483807845456,87,50,68,81,62
1483807960296,77,41,64,69,69
1483808066909,93,56,56,50,12
1483808095231,76,46,60,55,56
1483808197693,87,87,75,93,75
1483808427698,87,31,56,12,12
1483808754277,62,50,50,50,50
1483808823661,81,31,56,62,12
1483809102518,62,50,56,31,50
1483809500590,81,81,43,68,43
1483809996684,87,56,87,87,68
1483810285281,25,18,25,0,0
1483810386691,0,0,0,0,0
1483810511939,75,50,62,75,25
1483810519464,0,0,0,0,0
1483810816415,63,73,61,65,88
1483811126871,50,25,31,62,56
1483811363772,0,0,0,0,0
1483811409374,12,50,50,87,68
1483811541535,43,43,12,25,31
1483811710860,68,100,93,93,62
1483811749813,76,61,71,63,66
1483812025029,93,43,62,68,62
1483812072265,50,48,64,92,81
1483812243154,75,81,87,62,50
1483812541835,37,12,25,43,50
1483812790639,87,18,56,37,31
1483812805288,100,18,50,68,68
1483812812943,56,85,89,81,81
1483812913600,100,62,31,81,6
1483812995463,73,58,68,69,72
1483813038575,51,78,55,70,70
1483813549648,75,68,87,68,50
1483813614567,93,87,81,93,62
1483813745107,64,58,61,68,73
1483813766062,87,56,81,75,100
1483813974694,81,61,78,62,50
1483814020043,87,62,68,87,25
1483814082436,87,50,68,68,37
1483814190289,66,69,64,64,64
1483814191476,0,0,0,0,0
1483814258193,52,78,80,85,78
1483814476084,87,37,81,50,37
1483814924088,70,37,66,52,45
1483815014141,55,58,66,55,75
1483815133827,75,68,50,81,43
1483815535258,40,40,64,72,84
1483816086216,56,66,58,50,48
1483816255625,75,56,81,81,62
1483816951673,62,43,68,37,68
1483817620884,68,62,62,68,50
1483817826246,100,56,75,62,75
1483817943050,96,61,82,60,41
1483817943306,100,50,68,75,25
1483818208793,100,62,68,81,12
1483818454887,56,56,43,37,37
1483818551874,100,50,68,75,25
1483819050189,37,62,50,75,75
1483819096866,87,43,68,75,68
1483819221117,63,75,55,70,78
1483819788853,68,81,81,68,50
1483819955883,0,0,0,0,0
1483820132249,87,56,50,43,6
1483820436822,43,31,81,50,81
1483820500036,56,50,25,62,62
1483820525546,93,100,93,100,43
1483820712632,88,89,98,97,58
1483820871035,93,31,81,56,50
1483820945607,81,31,81,43,43
1483821097074,84,76,89,73,42
1483821120199,74,61,80,57,76
1483821215008,62,62,75,56,37
1483821217189,51,71,83,70,71
1483821270868,68,56,75,68,25
1483821323052,87,68,75,37,50
1483821378401,0,0,0,0,0
1483821427817,63,83,86,80,60
1483821459219,81,56,62,75,43
1483821525725,93,37,25,87,37
1483821533093,81,62,31,68,31
1483821826801,87,62,75,87,50
1483821995192,75,18,50,81,18
1483822033066,68,62,81,87,37
1483822391501,75,12,81,12,31
1483822776748,93,81,100,62,31
1483822845784,74,48,80,38,53
1483823065714,87,75,75,81,25
1483823085476,0,0,0,0,0
1483823165963,75,63,56,63,65
1483823202361,81,31,81,100,68
1483823270800,73,49,74,76,69
1483823332671,81,93,56,68,37
1483823616416,0,0,0,0,0
1483823693124,87,93,87,50,12
1483823966441,100,75,37,62,6
1483824029973,100,87,81,93,31
1483824500551,75,68,31,68,18
1483824696564,37,31,12,31,12
1483824737506,100,12,87,75,37
1483824747288,75,68,62,68,68
1483825120906,81,25,43,93,75
1483825331066,3,0,0,0,0
1483825654301,93,93,100,100,75
1483825870113,5,5,0,0,0
1483825870933,88,69,85,93,66
1483826034780,100,81,75,75,43
1483826056640,43,56,68,62,25
1483826123158,12,12,6,12,12
1483826259159,70,68,65,54,65
1483826307604,87,56,75,56,56
1483826311720,72,54,73,60,40
1483826324432,62,68,56,43,68
1483826377728,81,50,75,81,50
1483826555524,58,70,78,64,80
1483826562485,37,37,68,100,50
1483827363601,62,75,56,62,50
1483827887371,61,75,88,68,81
1483828698745,87,87,37,87,18
1483828701467,93,81,87,93,75
1483828746331,62,6,75,93,50
1483829051916,100,93,81,81,12
1483829170875,0,0,0,0,0
1483829303889,100,87,62,37,0
1483829351573,87,87,37,87,18
1483829354162,62,0,50,50,37
1483829379534,87,56,68,50,0
1483829483943,68,85,68,51,81
1483829937497,93,68,56,68,50
1483830012339,80,66,82,90,66
1483830412483,37,62,37,56,75
1483830431851,75,75,50,87,0
1483830573107,77,72,77,77,61
1483830970564,62,64,69,58,68
1483831366858,0,0,0,0,0
1483831509294,81,100,81,68,50
1483831844217,87,87,75,18,18
1483831932336,81,50,62,81,62
1483832068576,80,45,76,43,53
1483832113893,87,56,50,37,6
1483832350358,62,12,37,12,25
1483832387331,12,6,12,6,6
1483832545580,93,68,62,93,87
1483832857879,87,81,62,50,56
1483833233321,50,81,50,68,56
1483833420724,93,56,75,62,6
1483833566088,87,50,75,25,75
1483833774303,93,87,68,68,62
1483833977399,50,37,87,68,75
1483834482310,87,68,81,56,75
1483834962036,68,62,56,56,43
1483835111215,87,25,56,87,50
1483835360410,87,87,25,62,25
1483835690567,93,81,56,75,18
1483836665039,93,37,81,12,68
1483836722773,75,43,56,62,25
1483836782569,88,54,84,57,49
1483837505215,75,37,75,56,50
1483837640941,66,82,73,84,61
1483838158779,100,62,75,43,37
1483840726512,87,12,56,62,0
1483841222181,70,56,81,63,68
1483842437053,100,81,62,50,31
1483843951358,56,18,37,62,12
1483843986086,62,12,31,62,12
1483845455011,87,50,75,43,37
1483847576006,86,43,78,45,65
1483847869892,50,25,31,56,75
1483847899903,80,56,55,65,50
1483849718596,50,50,43,37,18
1483852252266,78,45,61,71,43
1483852335075,31,68,87,87,81
1483857669047,88,68,74,78,53
1483858109159,62,56,56,50,43
1483858457587,68,43,62,100,50
1483858853834,0,0,0,0,0
1483860573807,0,0,0,0,0
1483862707190,31,68,75,75,81
1483863188226,93,43,56,31,18
1483863601869,81,75,62,62,25
1483864286134,15,11,11,16,15
1483864935963,87,12,68,31,31
1483865602336,93,75,75,81,43
1483865706508,0,0,0,0,0
1483865707759,93,62,62,93,56
1483865717522,87,50,93,62,50
1483865720938,76,70,81,80,64
1483866636577,62,12,37,43,12
1483866911688,25,12,18,0,6
1483867030856,81,75,93,87,87
1483867045360,100,75,62,12,43
1483867441175,93,81,62,56,50
1483867791693,100,75,100,87,50
1483868188949,61,66,76,68,73
1483868790711,0,0,0,0,0
1483868866232,68,56,68,75,31
1483870052445,100,56,93,93,43
1483870152143,87,18,62,56,75
1483870461261,75,62,87,68,62
1483870798709,93,12,75,50,31
1483871591279,89,60,76,69,58
1483871642171,86,57,82,78,49
1483871798761,68,81,81,93,68
1483871844859,93,31,37,62,68
1483871890365,100,75,75,100,68
1483871909494,6,18,12,12,0
1483872171521,100,37,62,68,62
1483872260438,76,61,71,61,60
1483872308307,62,18,62,81,100
1483872681350,50,69,86,73,86
1483873432478,93,68,87,56,56
1483873640121,87,18,43,37,12
1483874269783,81,56,50,93,50
1483874274600,68,6,56,50,37
1483874744579,37,37,75,68,100
1483875340182,100,25,87,50,37
1483876337415,87,43,68,25,31
1483876537128,75,75,75,56,56
1483877123887,56,31,43,87,56
1483878206247,75,68,62,62,50
1483878327100,87,31,62,81,50
1483878377627,81,87,68,75,12
1483879065351,12,9,12,6,6
1483879257831,66,77,66,76,62
1483879376688,75,50,81,50,56
1483879456816,76,57,68,72,88
1483879534745,87,31,68,25,56
1483879689355,37,56,75,87,62
1483880156487,100,87,81,81,43
1483880240265,74,72,72,61,64
1483880920296,88,84,93,90,81
1483881105250,31,56,68,37,81
1483881439575,55,68,76,55,51
1483881476618,6,0,12,0,12
1483881590205,0,0,0,0,0
1483881672629,58,71,70,61,78
1483881895258,81,93,100,81,75
1483882181121,48,54,42,28,38
1483882310270,37,93,56,18,31
1483882351378,75,18,56,62,25
1483882459487,0,0,0,0,0
1483882538171,75,68,62,56,43
1483882605429,87,87,87,56,31
1483882683606,81,87,62,43,37
1483883321190,25,12,12,12,12
1483883394580,0,0,0,0,0
1483883630179,62,50,87,68,68
1483883693284,93,25,81,75,68
1483884447470,87,100,62,68,25
1483884688048,81,25,62,68,50
1483884695322,100,43,75,100,50
1483884780725,81,54,70,69,58
1483884902100,100,62,87,87,25
1483885084005,75,25,87,56,62
1483885424266,6,8,8,0,0
1483885677779,58,61,58,73,68
1483885701696,85,48,76,80,56
1483885915860,92,65,85,89,65
1483885930943,81,68,68,68,37
1483885957282,87,25,87,62,37
1483886167211,60,78,76,65,66
1483886251238,62,81,100,87,75
1483886347857,56,37,62,31,75
1483886439879,85,48,76,80,56
1483886594638,87,31,43,37,31
1483886878229,56,37,75,75,50
1483887064508,62,68,100,81,87
1483887322444,87,81,75,68,18
1483887731610,49,48,68,64,42
1483888354968,5,0,0,0,0
1483888829546,81,68,75,43,31
1483888879308,82,74,80,76,68
1483890722443,62,62,81,87,68
1483890733766,68,25,62,62,25
1483890788302,81,56,87,25,56
1483890898617,68,93,68,62,43
1483891204121,0,0,0,0,0
1483891454295,93,56,100,43,68
1483891673209,100,75,75,68,62
1483891856196,56,25,43,50,50
1483891923443,75,75,56,62,62
1483892151726,100,93,50,87,18
1483892330942,62,87,68,81,31
1483892843495,62,87,68,81,31
1483893077578,75,43,43,75,37
1483893083750,50,62,87,100,68
1483893125763,87,75,37,37,12
1483893692073,56,37,81,37,68
1483893720524,73,74,70,46,53
1483893735752,87,68,56,43,37
1483894137191,93,93,87,81,43
1483894274114,56,53,71,50,80
1483894496070,12,12,12,12,6
1483894508093,56,43,43,81,43
1483894699905,50,72,85,69,65
1483894751947,43,31,68,31,25
1483895411974,75,18,62,62,31
1483895599626,0,0,0,0,0
1483896347888,50,50,56,62,62
1483896516248,87,62,50,50,50
1483896651938,87,75,56,93,25
1483896733142,75,75,50,62,6
1483896992698,87,68,56,75,25
1483897012904,93,68,93,62,68
1483897297564,75,62,75,62,37
1483897367273,75,93,100,87,75
1483897383069,87,6,37,75,0
1483897389491,5,5,5,5,0
1483897549113,25,0,25,0,12
1483897794084,93,75,75,62,6
1483897822543,87,100,100,87,18
1483898197422,68,93,100,75,37
1483898373371,81,45,66,57,54
1483898389942,75,31,43,75,43
1483899575653,87,87,68,50,25
1483899657541,0,0,0,0,0
1483900150445,100,68,56,87,50
1483900226862,68,50,75,62,56
1483900474078,55,53,58,46,85
1483901021911,62,56,81,56,62
1483901558949,0,0,0,0,0
1483901564307,75,71,68,48,46
1483901696782,50,50,31,37,25
1483901728051,50,62,50,37,43
1483901740541,56,6,43,62,100
1483902356895,0,0,0,0,0
1483902482086,87,68,93,81,18
1483902664406,87,81,43,81,25
1483902783266,68,37,68,18,62
1483903051481,31,37,93,62,93
1483903150752,8,1,1,0,0
1483903248593,62,56,93,62,37
1483903947763,100,100,68,87,25
1483904406307,62,43,75,50,62
1483904479954,50,43,81,62,62
1483904578643,87,37,75,75,31
1483904790305,50,75,93,81,100
1483905066557,93,50,75,75,25
1483905068532,75,25,50,81,12
1483905096729,87,50,56,56,50
1483905222286,81,18,75,68,50
1483905280549,25,31,87,93,62
1483905385536,81,75,56,62,50
1483905474702,37,18,87,50,68
1483905620414,75,25,50,81,12
1483905754683,93,100,100,87,37
1483906047452,6,6,6,6,6
1483906261020,87,43,93,87,68
1483906319400,93,31,75,75,68
1483906369254,62,18,81,81,75
1483906691799,87,87,75,100,68
1483906787816,62,68,93,93,75
1483907353761,87,93,68,75,6
1483907361323,81,75,93,68,43
1483907560815,81,62,93,81,31
1483907586517,25,28,26,18,14
1483907617117,12,12,0,0,0
1483907779613,75,31,93,100,87
1483907855118,87,62,87,62,75
1483908001348,43,18,62,37,50
1483908123054,25,18,25,12,12
1483908165044,97,42,69,56,44
1483908251301,93,37,43,43,18
1483908290610,87,62,75,50,50
1483908357242,93,75,93,100,62
1483908393564,81,100,87,31,37
1483908485740,100,68,56,37,37
1483908503959,56,60,55,63,73
1483908604924,61,73,70,60,64
1483908760531,64,72,74,68,48
1483908881425,75,75,93,68,12
1483909118952,68,60,71,58,46
1483909209579,85,46,63,65,51
1483909570530,87,62,68,50,37
1483909602388,75,50,68,93,18
1483909755834,62,68,81,81,43
1483909806671,93,62,68,75,75
1483909817872,93,37,75,87,12
1483909931728,25,18,12,12,6
1483909972600,0,0,0,0,0
1483910055867,43,18,87,100,56
1483910189194,75,12,62,68,37
1483910231780,92,73,76,72,78
1483910363379,50,31,62,50,56
1483910371080,87,93,93,75,56
1483910597478,68,75,62,87,93
1483910601115,75,43,56,68,43
1483910949392,0,0,0,0,0
1483911020573,87,31,68,87,81
1483911023274,68,80,92,54,66
